comentario,calificacion,codigo,Enlace,Sitio Web,Marca,Modelo estandar,Precio,comentario_limpio,comentario_limpio_sin_lematizar,Calificacion Predicha,Sentimiento,Comentario_Negativo,Comentario_Positivo,Temas
"Llevo dos semanas de usarlo, funciona rapido. El unico punto negativo es la pantalla, los colores son un poco palidos, comparado con otros samsung super amoled que he usado. Venia de un galaxy a31 y la pantalla de ese es mas calida y colorida. Ya he movido los parametros de color de la pantalla y no mejora.",4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,llevo do semanas usarlo funciona rapido unico punto negativo pantalla colores poco palidos comparado samsung super amoled usado venia galaxy pantalla ma calida colorida movido parametros color pantalla no mejora,Llevo dos semanas de usarlo funciona rapido El unico punto negativo es la pantalla los colores son un poco palidos comparado con otros samsung super amoled que he usado Venia de un galaxy a y la pantalla de ese es mas calida y colorida Ya he movido los parametros de color de la pantalla y no mejora,4,Positivo,0,1,"['Rendimiento', 'Pantalla']"
Recibí el producto igual que en la descripción. Producto nuevo sellado.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,recibi producto igual descripcion producto nuevo sellado,Recibi el producto igual que en la descripcion Producto nuevo sellado,1,Negativo,1,0,[]
"Excelente producto, funcional, buen ahorro de la batería, excelente para tomas de fotografías.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente producto funcional buen ahorro bateria excelente tomas fotografias,Excelente producto funcional buen ahorro de la bateria excelente para tomas de fotografias,5,Positivo,0,1,['Cámara']
"Producto muy recomendado, toma unas fotos de muy buena calidad es rápido, su bateria dura y carga rápido,lo utilizo vinculado a mi galaxy smartfit 3 y va de maravilla.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,producto muy recomendado toma unas fotos muy buena calidad rapido bateria dura carga rapido utilizo vinculado galaxy smartfit va maravilla,Producto muy recomendado toma unas fotos de muy buena calidad es rapido su bateria dura y carga rapido lo utilizo vinculado a mi galaxy smartfit  y va de maravilla,5,Positivo,0,1,"['Cámara', 'Batería']"
"Es un excelente equipo. Lo compré para mi esposa porque necesitaba herramienta para hacer su trabajo, y he tenido la oportunidad de usarlo para crear contenido y sus prestaciones en cámaras son excelentes, nada que envidiarle a un iphone 13 incluso hasta 14 pro max. Muy contento con la compra.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente equipo compre esposa necesitaba herramienta hacer trabajo oportunidad usarlo crear contenido prestaciones camaras excelentes envidiarle iphone incluso pro max muy contento compra,Es un excelente equipo Lo compre para mi esposa porque necesitaba herramienta para hacer su trabajo y he tenido la oportunidad de usarlo para crear contenido y sus prestaciones en camaras son excelentes nada que envidiarle a un iphone  incluso hasta  pro max Muy contento con la compra,5,Positivo,0,1,"['Cámara', 'Rendimiento']"
"En mi opinión, el mejor celular a este precio, inclusive en general. Vale la pena comprarlo.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,opinion mejor celular precio inclusive general vale pena comprarlo,En mi opinion el mejor celular a este precio inclusive en general Vale la pena comprarlo,5,Positivo,0,1,['Precio']
Muy buen producto a excelente precio.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,muy buen producto excelente precio,Muy buen producto a excelente precio,5,Positivo,0,1,"['Cámara', 'Precio']"
Calidad precio.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,calidad precio,Calidad precio,5,Positivo,0,1,['Precio']
Ny rapido.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,ny rapido,Ny rapido,5,Positivo,0,1,[]
"Buen equipo, compatibilidad calidad precio.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,buen equipo compatibilidad calidad precio,Buen equipo compatibilidad calidad precio,4,Positivo,0,1,['Precio']
"Es un excelente celular, el diseño brutal parece gama alta, la bateria, camaras, velocidad muy buenas, cumplio todas mis expectativas. Buena inversion.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente celular diseño brutal parece gama alta bateria camaras velocidad muy buenas cumplio toda expectativas buena inversion,Es un excelente celular el diseño brutal parece gama alta la bateria camaras velocidad muy buenas cumplio todas mis expectativas Buena inversion,5,Positivo,0,1,"['Cámara', 'Rendimiento']"
Mi producto esta excelente.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,producto excelente,Mi producto esta excelente,5,Positivo,0,1,['Cámara']
"Es muy bueno, solo que se calienta mucho lo cual es un punto desfavorable.",4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,muy bueno solo calienta mucho punto desfavorable,Es muy bueno solo que se calienta mucho lo cual es un punto desfavorable,4,Positivo,0,1,[]
"Es un equipo el cual sirve el día a día siempre y cuando no se le exija mucho, sus cámaras son buenas más al verlas imágenes se pierde parte del realismo de lo cual otros móviles lo llegan a superar, no es malo el móvil pero en si se encuentran otros con algo más de superioridad, pero por el precio esta bien, a y si se llega a recalentar un poco cuando esta cargando y en un uso poco prolongado.",4,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,equipo sirve dia dia siempre no exija mucho camaras buenas ma verlas imagenes pierde parte realismo moviles llegan superar no malo movil si encuentran ma superioridad precio bien si llega recalentar poco cargando uso poco prolongado,Es un equipo el cual sirve el dia a dia siempre y cuando no se le exija mucho sus camaras son buenas mas al verlas imagenes se pierde parte del realismo de lo cual otros moviles lo llegan a superar no es malo el movil pero en si se encuentran otros con algo mas de superioridad pero por el precio esta bien a y si se llega a recalentar un poco cuando esta cargando y en un uso poco prolongado,4,Positivo,0,1,"['Cámara', 'Batería', 'Precio', 'Pantalla']"
"Es un móvil excelente, su cámara es muy nítida, su batería es de larga duración y resistente al agua, quede muy contento.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,movil excelente camara muy nitida bateria larga duracion resistente agua quede muy contento,Es un movil excelente su camara es muy nitida su bateria es de larga duracion y resistente al agua quede muy contento,5,Positivo,0,1,"['Cámara', 'Batería']"
"Excelente smartphone, no tengo ninguna crítica.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente smartphone no ninguna critica,Excelente smartphone no tengo ninguna critica,5,Positivo,0,1,['Cámara']
Satisfecha con mi compra.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,satisfecha compra,Satisfecha con mi compra,4,Positivo,0,1,[]
"Todo muy buen con el celular, si lo recomiendo.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,muy buen celular si recomiendo,Todo muy buen con el celular si lo recomiendo,5,Positivo,0,1,[]
Maravilloso 🥰😍🤩.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,maravilloso,Maravilloso,5,Positivo,0,1,[]
"Llevo 5 con este celular y me ha salido excelente, escogí el color rosado y es precioso.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,llevo celular salido excelente escogi color rosado precioso,Llevo  con este celular y me ha salido excelente escogi el color rosado y es precioso,5,Positivo,0,1,"['Cámara', 'Precio']"
"Realmente me encantó, muy buen teléfono, su diseño es muy lindo, de la cámara full fotos , me gustó completamente.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,realmente encanto muy buen telefono diseño muy lindo camara full fotos gusto completamente,Realmente me encanto muy buen telefono su diseño es muy lindo de la camara full fotos me gusto completamente,5,Positivo,0,1,['Cámara']
"Lindo celular. La batería le demora 1 día con un uso promedio del equipo, redes, whatsaap y navegación. Solo trae el cable usb-c.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,lindo celular bateria demora dia uso promedio equipo redes whatsaap navegacion solo trae cable usb c,Lindo celular La bateria le demora  dia con un uso promedio del equipo redes whatsaap y navegacion Solo trae el cable usb c,3,Neutro,1,0,[]
Muy buena compra.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,muy buena compra,Muy buena compra,5,Positivo,0,1,[]
"Buen smartphone. Fluido, con gran capacidad de almacenamiento y acabado que se siente premium. Muy personalizable. Solo podria criticar una cosa para que sea perfecto y es que tiene unos marcos negros que le restan a nivel estético comparado con otros móviles. Pero es algo que sencillamente dejas de notar la mayoria del tiempo. También criticaria la cantidad de apps que vienen por defecto de samsung, pero la mayoria se puede desinstalar. En cuanto al peso, no está por encima de la media. El telefono es grande, tengan en cuenta esto.
En resumen, se trata de un buen dispositivo.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,buen smartphone fluido gran capacidad almacenamiento acabado premium muy personalizable solo podria criticar cosa perfecto marcos negro restan nivel estetico comparado moviles sencillamente dejas notar mayoria tiempo tambien criticaria cantidad apps vienen defecto samsung mayoria puede desinstalar cuanto peso no encima medium telefono grande cuenta resumen trata buen dispositivo,Buen smartphone Fluido con gran capacidad de almacenamiento y acabado que se siente premium Muy personalizable Solo podria criticar una cosa para que sea perfecto y es que tiene unos marcos negros que le restan a nivel estetico comparado con otros moviles Pero es algo que sencillamente dejas de notar la mayoria del tiempo Tambien criticaria la cantidad de apps que vienen por defecto de samsung pero la mayoria se puede desinstalar En cuanto al peso no esta por encima de la media El telefono es grande tengan en cuenta esto En resumen se trata de un buen dispositivo,4,Positivo,0,1,['Rendimiento']
Como todo producto de samsung se ve la calidad ante todo en la pantalla y en el apartado fotográfico. Muy contento.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,producto samsung ve calidad pantalla apartado fotografico muy contento,Como todo producto de samsung se ve la calidad ante todo en la pantalla y en el apartado fotografico Muy contento,5,Positivo,0,1,['Pantalla']
"Hermoso diseño, los videos y las fotos super lindas, muy fluido y la batería si eres una persona del común que solo usa redes, mira videos, te dura fácilmente 24h y carga en alrededor 1h 30min.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,hermoso diseño video fotos super lindas muy fluido bateria si persona comun solo usa redes mira video dura facilmente h carga alrededor h min,Hermoso diseño los videos y las fotos super lindas muy fluido y la bateria si eres una persona del comun que solo usa redes mira videos te dura facilmente h y carga en alrededor h min,5,Positivo,0,1,"['Cámara', 'Batería', 'Rendimiento']"
"Un celular excelente para el precio. Tiene las capacidades de un samsung de gama alta, al precio de un gama media. Lo único que diferencia es que la cámara no es de muy alta calidad. De resto, un excelente celular.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,celular excelente precio capacidades samsung gama alta precio gama medium unico diferencia camara no muy alta calidad resto excelente celular,Un celular excelente para el precio Tiene las capacidades de un samsung de gama alta al precio de un gama media Lo unico que diferencia es que la camara no es de muy alta calidad De resto un excelente celular,4,Positivo,0,1,"['Cámara', 'Precio', 'Rendimiento']"
"Ha salido todo perfecto, es buen celular y se siente premium.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,salido perfecto buen celular premium,Ha salido todo perfecto es buen celular y se siente premium,5,Positivo,0,1,[]
"Es un celular con una apariencia premium, me encanta 💖.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,celular apariencia premium encanta,Es un celular con una apariencia premium me encanta,5,Positivo,0,1,[]
"El mejor celular que he tenido.
Muy contenta con mi compra.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,mejor celular muy contenta compra,El mejor celular que he tenido Muy contenta con mi compra,5,Positivo,0,1,[]
Me encantó muy bueno.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,encanto muy bueno,Me encanto muy bueno,5,Positivo,0,1,[]
Es un excelente equipo con un diseño espectacular.,5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,excelente equipo diseño espectacular,Es un excelente equipo con un diseño espectacular,5,Positivo,0,1,['Cámara']
"Es un celular casi perfecto para un uso normal los juegos corren bien pero si quieres algo tipo super fluido no es tu celular, hermoso su diseño y sus buenas cámaras, no se traba , muy feliz con la compra.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,celular casi perfecto uso normal juegos corren bien si quieres tipo super fluido no celular hermoso diseño buenas camaras no traba muy feliz compra,Es un celular casi perfecto para un uso normal los juegos corren bien pero si quieres algo tipo super fluido no es tu celular hermoso su diseño y sus buenas camaras no se traba muy feliz con la compra,4,Positivo,0,1,['Rendimiento']
"Me encanta, es muy bueno y se siente bien al tacto lo recomiendo mucho.",5,MS19,,mercadolibre,Samsung,Samsung Galaxy A55,1387900,encanta muy bueno bien tacto recomiendo mucho,Me encanta es muy bueno y se siente bien al tacto lo recomiendo mucho,5,Positivo,0,1,[]
